codigo,prov,dpto,frac,rad,varon,mujer,total
140630405,14,63,4,5,75,45,120
140630406,14,63,4,6,20,17,37
140630407,14,63,4,7,474,483,957
140630408,14,63,4,8,334,408,742
140630409,14,63,4,9,231,282,513
140630410,14,63,4,10,231,273,504
140630411,14,63,4,11,252,273,525
140630412,14,63,4,12,225,243,468
140630413,14,63,4,13,448,468,916
140630414,14,63,4,14,346,396,742
140630415,14,63,4,15,360,369,729
140630501,14,63,5,1,112,67,179
140630502,14,63,5,2,74,56,130
140630503,14,63,5,3,33,20,53
140630504,14,63,5,4,262,265,527
140630505,14,63,5,5,368,393,761
140630506,14,63,5,6,418,450,868
140630507,14,63,5,7,278,318,596
140630508,14,63,5,8,399,401,800
140630509,14,63,5,9,229,306,535
140630510,14,63,5,10,616,568,1184
140630511,14,63,5,11,337,341,678
140630512,14,63,5,12,255,245,500
140630513,14,63,5,13,303,397,700
140630514,14,63,5,14,333,351,684
140630515,14,63,5,15,429,465,894
140630516,14,63,5,16,379,427,806
140630517,14,63,5,17,216,203,419
140630601,14,63,6,1,9,7,16
140630602,14,63,6,2,6,7,13
140630603,14,63,6,3,72,57,129
140630604,14,63,6,4,59,52,111
140630605,14,63,6,5,39,37,76
140630606,14,63,6,6,48,42,90
140630607,14,63,6,7,371,417,788
140630608,14,63,6,8,273,305,578
140630609,14,63,6,9,453,436,889
140630610,14,63,6,10,308,328,636
140630611,14,63,6,11,403,462,865
140630612,14,63,6,12,269,316,585
140630613,14,63,6,13,417,439,856
140630614,14,63,6,14,249,234,483
140630615,14,63,6,15,383,355,738
140630701,14,63,7,1,146,136,282
140630702,14,63,7,2,74,67,141
140630703,14,63,7,3,52,50,102
140630704,14,63,7,4,54,30,84
140630705,14,63,7,5,71,51,122
140630706,14,63,7,6,389,434,823
140630707,14,63,7,7,342,370,712
140630708,14,63,7,8,370,397,767
140630709,14,63,7,9,370,443,813
140630710,14,63,7,10,225,217,442
140630711,14,63,7,11,423,381,804
140630801,14,63,8,1,42,38,80
140630802,14,63,8,2,54,34,88
140630803,14,63,8,3,70,46,116
140630804,14,63,8,4,99,84,183
140630805,14,63,8,5,31,24,55
140630806,14,63,8,6,37,17,54
140630807,14,63,8,7,231,272,503
140630808,14,63,8,8,311,361,672
140630809,14,63,8,9,282,317,599
140630810,14,63,8,10,308,346,654
140630811,14,63,8,11,354,280,634
140630812,14,63,8,12,287,281,568
140630901,14,63,9,1,35,28,63
140630902,14,63,9,2,62,54,116
140630903,14,63,9,3,108,93,201
140630904,14,63,9,4,95,82,177
140630905,14,63,9,5,73,65,138
140630906,14,63,9,6,29,37,66
140630907,14,63,9,7,61,40,101
140630908,14,63,9,8,69,58,127
140630909,14,63,9,9,86,66,152
140630910,14,63,9,10,251,267,518
140630911,14,63,9,11,260,300,560
140630912,14,63,9,12,272,348,620
140630913,14,63,9,13,277,314,591
140630914,14,63,9,14,517,493,1010
140630915,14,63,9,15,492,494,986
140630916,14,63,9,16,402,454,856
140630917,14,63,9,17,213,232,445
140630918,14,63,9,18,333,389,722
140630919,14,63,9,19,239,301,540
140630920,14,63,9,20,406,480,886
140630921,14,63,9,21,455,472,927
140630922,14,63,9,22,568,537,1105
140630923,14,63,9,23,287,321,608
140631001,14,63,10,1,335,296,631
140631002,14,63,10,2,472,467,939
140631003,14,63,10,3,500,521,1021
140631004,14,63,10,4,324,359,683
140631005,14,63,10,5,278,262,540
140631006,14,63,10,6,323,375,698
140631007,14,63,10,7,568,545,1113
140631008,14,63,10,8,262,321,583
140631009,14,63,10,9,329,350,679
140631010,14,63,10,10,307,319,626
140631011,14,63,10,11,276,319,595
140631012,14,63,10,12,471,520,991
140631013,14,63,10,13,637,655,1292
140631101,14,63,11,1,697,672,1369
140631102,14,63,11,2,532,527,1059
140631103,14,63,11,3,343,341,684
140631104,14,63,11,4,441,426,867
140631105,14,63,11,5,474,522,996
140631106,14,63,11,6,243,262,505
140631107,14,63,11,7,373,347,720
140631108,14,63,11,8,395,366,761
140631109,14,63,11,9,363,349,712
140631110,14,63,11,10,518,545,1063
140631111,14,63,11,11,281,338,619
140631112,14,63,11,12,156,250,406
140631113,14,63,11,13,339,398,737
140631114,14,63,11,14,229,326,555
140631115,14,63,11,15,290,297,587
140631116,14,63,11,16,546,544,1090
140631201,14,63,12,1,347,352,699
140631202,14,63,12,2,272,280,552
140631203,14,63,12,3,364,366,730
140631204,14,63,12,4,184,232,416
140631205,14,63,12,5,482,537,1019
140631206,14,63,12,6,467,480,947
140631207,14,63,12,7,363,417,780
140631208,14,63,12,8,305,401,706
140631209,14,63,12,9,574,594,1168
140631210,14,63,12,10,665,666,1331
140631211,14,63,12,11,464,475,939
140631212,14,63,12,12,430,457,887
140631213,14,63,12,13,388,404,792
140631214,14,63,12,14,521,572,1093
140631215,14,63,12,15,599,563,1162
140631216,14,63,12,16,515,538,1053
140631301,14,63,13,1,562,565,1127
140631302,14,63,13,2,338,311,649
140631303,14,63,13,3,457,491,948
140631304,14,63,13,4,332,355,687
140631305,14,63,13,5,629,655,1284
140631306,14,63,13,6,339,379,718
140631307,14,63,13,7,214,228,442
140631308,14,63,13,8,274,346,620
140631309,14,63,13,9,386,486,872
140631310,14,63,13,10,215,226,441
140631311,14,63,13,11,285,325,610
140631312,14,63,13,12,295,297,592
140631313,14,63,13,13,289,287,576
140631314,14,63,13,14,413,428,841
140700101,14,70,1,1,159,144,303
140700102,14,70,1,2,66,67,133
140700103,14,70,1,3,174,164,338
140700104,14,70,1,4,71,48,119
140700105,14,70,1,5,179,148,327
140700201,14,70,2,1,75,73,148
140700202,14,70,2,2,77,67,144
140700203,14,70,2,3,167,126,293
140700204,14,70,2,4,57,38,95
140700205,14,70,2,5,98,83,181
140700206,14,70,2,6,150,127,277
140700207,14,70,2,7,112,132,244
140700208,14,70,2,8,69,64,133
140700209,14,70,2,9,70,65,135
140700210,14,70,2,10,119,124,243
140700211,14,70,2,11,147,156,303
140700212,14,70,2,12,231,214,445
140700213,14,70,2,13,412,454,866
140770101,14,77,1,1,28,16,44
140770102,14,77,1,2,14,10,24
140770103,14,77,1,3,69,65,134
140770104,14,77,1,4,55,38,93
140770105,14,77,1,5,86,102,188
140770106,14,77,1,6,88,79,167
140770107,14,77,1,7,71,63,134
140770108,14,77,1,8,59,40,99
140770109,14,77,1,9,65,54,119
140770110,14,77,1,10,210,212,422
140770201,14,77,2,1,96,68,164
140770202,14,77,2,2,157,133,290
140770203,14,77,2,3,250,268,518
140770204,14,77,2,4,396,335,731
140770205,14,77,2,5,79,69,148
140770206,14,77,2,6,26,22,48
140770207,14,77,2,7,96,93,189
140770208,14,77,2,8,93,69,162
140770209,14,77,2,9,47,30,77
140770210,14,77,2,10,333,347,680
140770211,14,77,2,11,277,318,595
140770212,14,77,2,12,88,95,183
140770213,14,77,2,13,86,85,171
140840101,14,84,1,1,71,56,127
140840102,14,84,1,2,90,68,158
140840103,14,84,1,3,80,55,135
140840104,14,84,1,4,39,22,61
140840105,14,84,1,5,43,18,61
140840106,14,84,1,6,527,537,1064
140840107,14,84,1,7,300,343,643
140840108,14,84,1,8,560,551,1111
140840109,14,84,1,9,476,485,961
140840110,14,84,1,10,411,445,856
140840111,14,84,1,11,541,521,1062
140840201,14,84,2,1,42,26,68
140840202,14,84,2,2,45,25,70
140840203,14,84,2,3,32,38,70
140840204,14,84,2,4,79,68,147
140840205,14,84,2,5,48,30,78
140840206,14,84,2,6,95,84,179
140840207,14,84,2,7,86,60,146
140840208,14,84,2,8,69,53,122
140840209,14,84,2,9,179,194,373
140840210,14,84,2,10,430,395,825
140840301,14,84,3,1,49,38,87
140840302,14,84,3,2,101,76,177
140840303,14,84,3,3,44,44,88
140840304,14,84,3,4,43,34,77
140840305,14,84,3,5,74,56,130
140840306,14,84,3,6,44,35,79
140840307,14,84,3,7,47,45,92
140840308,14,84,3,8,59,27,86
140840309,14,84,3,9,45,23,68
140840310,14,84,3,10,40,22,62
140840311,14,84,3,11,29,25,54
140840312,14,84,3,12,44,34,78
140840313,14,84,3,13,301,297,598
140840314,14,84,3,14,374,346,720
140840315,14,84,3,15,268,257,525
140840316,14,84,3,16,250,258,508
140840401,14,84,4,1,66,29,95
140840402,14,84,4,2,105,69,174
140840403,14,84,4,3,24,21,45
140840404,14,84,4,4,118,124,242
140840405,14,84,4,5,158,126,284
140840406,14,84,4,6,270,314,584
140840407,14,84,4,7,307,340,647
140840408,14,84,4,8,479,478,957
140840409,14,84,4,9,501,473,974
140840501,14,84,5,1,476,480,956
140840502,14,84,5,2,324,367,691
140840503,14,84,5,3,362,379,741
140840504,14,84,5,4,566,569,1135
140840505,14,84,5,5,432,451,883
140840506,14,84,5,6,374,391,765
140840507,14,84,5,7,384,401,785
140840508,14,84,5,8,452,533,985
140840509,14,84,5,9,307,341,648
140840510,14,84,5,10,248,289,537
140840511,14,84,5,11,335,387,722
140840512,14,84,5,12,477,504,981
140840513,14,84,5,13,343,382,725
140840514,14,84,5,14,517,551,1068
140840515,14,84,5,15,290,353,643
140840516,14,84,5,16,324,422,746
140840517,14,84,5,17,267,299,566
140840518,14,84,5,18,326,366,692
140840519,14,84,5,19,360,353,713
140840520,14,84,5,20,249,278,527
140840521,14,84,5,21,428,492,920
140840522,14,84,5,22,313,377,690
140840523,14,84,5,23,390,438,828
140840524,14,84,5,24,388,377,765
140840525,14,84,5,25,270,308,578
140840526,14,84,5,26,342,345,687
140840527,14,84,5,27,278,279,557
140910101,14,91,1,1,419,417,836
140910102,14,91,1,2,206,249,455
140910103,14,91,1,3,282,335,617
140910104,14,91,1,4,301,331,632
140910105,14,91,1,5,136,143,279
140910106,14,91,1,6,288,369,657
140910107,14,91,1,7,356,401,757
140910108,14,91,1,8,281,395,676
140910109,14,91,1,9,213,244,457
140910110,14,91,1,10,241,282,523
140910111,14,91,1,11,250,283,533
140910112,14,91,1,12,274,290,564
140910113,14,91,1,13,368,411,779
140910114,14,91,1,14,409,462,871
140910115,14,91,1,15,164,181,345
140910116,14,91,1,16,308,329,637
140910117,14,91,1,17,212,232,444
140910118,14,91,1,18,335,354,689
140910119,14,91,1,19,201,229,430
140910201,14,91,2,1,161,160,321
140910202,14,91,2,2,82,58,140
140910203,14,91,2,3,107,94,201
140910204,14,91,2,4,81,75,156
140910205,14,91,2,5,11,7,18
140910206,14,91,2,6,47,35,82
140910207,14,91,2,7,4,2,6
140910208,14,91,2,8,15,10,25
140910209,14,91,2,9,416,436,852
140910210,14,91,2,10,440,500,940
140910211,14,91,2,11,147,155,302
140910212,14,91,2,12,3,2,5
140910301,14,91,3,1,12,12,24
140910302,14,91,3,2,34,24,58
140910303,14,91,3,3,422,446,868
140910304,14,91,3,4,476,514,990
140910305,14,91,3,5,330,356,686
140910306,14,91,3,6,280,271,551
140910307,14,91,3,7,369,420,789
140910308,14,91,3,8,385,374,759
140910309,14,91,3,9,364,454,818
140910310,14,91,3,10,284,308,592
140910311,14,91,3,11,317,332,649
140910401,14,91,4,1,522,537,1059
140910402,14,91,4,2,433,512,945
140910403,14,91,4,3,321,397,718
140910404,14,91,4,4,454,490,944
140910405,14,91,4,5,310,424,734
140910406,14,91,4,6,308,387,695
140910407,14,91,4,7,506,610,1116
140910408,14,91,4,8,349,370,719
140910409,14,91,4,9,413,524,937
140910410,14,91,4,10,182,264,446
140910411,14,91,4,11,411,509,920
140910412,14,91,4,12,137,159,296
140910413,14,91,4,13,445,550,995
140910414,14,91,4,14,267,318,585
140910415,14,91,4,15,430,443,873
140910416,14,91,4,16,259,279,538
140910417,14,91,4,17,608,710,1318
140910418,14,91,4,18,355,401,756
140910419,14,91,4,19,334,361,695
140910420,14,91,4,20,521,525,1046
140910501,14,91,5,1,10,8,18
140910502,14,91,5,2,270,280,550
140910503,14,91,5,3,358,410,768
140910504,14,91,5,4,468,497,965
140910505,14,91,5,5,504,533,1037
140910506,14,91,5,6,306,385,691
140910507,14,91,5,7,261,300,561
140910508,14,91,5,8,149,174,323
140910509,14,91,5,9,295,303,598
140910510,14,91,5,10,341,353,694
140910601,14,91,6,1,2,2,4
140910602,14,91,6,2,196,203,399
140910603,14,91,6,3,38,31,69
140910604,14,91,6,4,29,31,60
140910605,14,91,6,5,28,31,59
140910606,14,91,6,6,428,445,873
140910607,14,91,6,7,463,519,982
140910608,14,91,6,8,578,556,1134
140910609,14,91,6,9,241,274,515
140910610,14,91,6,10,462,525,987
140910611,14,91,6,11,311,371,682
140910612,14,91,6,12,317,325,642
140910613,14,91,6,13,363,399,762
140910614,14,91,6,14,287,276,563
140910615,14,91,6,15,245,281,526
140910616,14,91,6,16,240,279,519
140910617,14,91,6,17,309,369,678
140910618,14,91,6,18,342,321,663
140910701,14,91,7,1,49,51,100
140910702,14,91,7,2,348,338,686
140910703,14,91,7,3,464,506,970
140910704,14,91,7,4,330,369,699
140910705,14,91,7,5,257,303,560
140910706,14,91,7,6,227,229,456
140910707,14,91,7,7,369,443,812
140910708,14,91,7,8,337,410,747
140910709,14,91,7,9,427,510,937
140910710,14,91,7,10,205,247,452
140910711,14,91,7,11,381,487,868
140910712,14,91,7,12,356,417,773
140910713,14,91,7,13,638,712,1350
140910714,14,91,7,14,423,425,848
140910715,14,91,7,15,491,628,1119
140910716,14,91,7,16,349,434,783
140910717,14,91,7,17,298,287,585
140910718,14,91,7,18,430,480,910
140910719,14,91,7,19,265,286,551
140910720,14,91,7,20,614,652,1266
140910721,14,91,7,21,696,754,1450
140910722,14,91,7,22,584,612,1196
140910723,14,91,7,23,458,466,924
140910801,14,91,8,1,10,5,15
140910802,14,91,8,2,126,107,233
140910803,14,91,8,3,10,6,16
140910804,14,91,8,4,169,174,343
140910805,14,91,8,5,255,306,561
140910806,14,91,8,6,303,326,629
140910807,14,91,8,7,282,288,570
140910808,14,91,8,8,230,200,430
140910809,14,91,8,9,315,314,629
140910810,14,91,8,10,375,398,773
140910811,14,91,8,11,241,296,537
140910812,14,91,8,12,492,524,1016
140910813,14,91,8,13,555,511,1066
140910901,14,91,9,1,417,437,854
140910902,14,91,9,2,273,262,535
140910903,14,91,9,3,278,339,617
140910904,14,91,9,4,618,599,1217
140910905,14,91,9,5,574,626,1200
140910906,14,91,9,6,504,547,1051
140910907,14,91,9,7,398,419,817
140910908,14,91,9,8,361,431,792
140910909,14,91,9,9,396,425,821
140910910,14,91,9,10,208,281,489
140910911,14,91,9,11,122,169,291
140910912,14,91,9,12,315,309,624
140910913,14,91,9,13,378,377,755
140910914,14,91,9,14,516,534,1050
140910915,14,91,9,15,574,594,1168
140910916,14,91,9,16,617,590,1207
140910917,14,91,9,17,400,469,869
140910918,14,91,9,18,297,295,592
140910919,14,91,9,19,309,364,673
140910920,14,91,9,20,400,460,860
140910921,14,91,9,21,793,860,1653
140910922,14,91,9,22,730,786,1516
140910923,14,91,9,23,0,0,0
140911001,14,91,10,1,441,498,939
140911002,14,91,10,2,320,390,710
140911003,14,91,10,3,332,381,713
140911004,14,91,10,4,443,571,1014
140911005,14,91,10,5,396,421,817
140911006,14,91,10,6,428,456,884
140911007,14,91,10,7,305,301,606
140911008,14,91,10,8,412,478,890
140911009,14,91,10,9,279,319,598
140911010,14,91,10,10,355,355,710
140911011,14,91,10,11,310,352,662
140911012,14,91,10,12,276,333,609
140911013,14,91,10,13,393,486,879
140911014,14,91,10,14,241,253,494
140911015,14,91,10,15,290,350,640
140911016,14,91,10,16,297,380,677
140911017,14,91,10,17,302,371,673
140911018,14,91,10,18,315,377,692
140911019,14,91,10,19,245,287,532
140911020,14,91,10,20,155,158,313
140911101,14,91,11,1,301,358,659
140911102,14,91,11,2,230,358,588
140911103,14,91,11,3,305,345,650
140911104,14,91,11,4,266,365,631
140911105,14,91,11,5,470,495,965
140911106,14,91,11,6,106,130,236
140911107,14,91,11,7,139,178,317
140911108,14,91,11,8,233,246,479
140911109,14,91,11,9,389,513,902
140911110,14,91,11,10,369,465,834
140911111,14,91,11,11,132,197,329
140911112,14,91,11,12,366,375,741
140911113,14,91,11,13,292,328,620
140911114,14,91,11,14,236,286,522
140911115,14,91,11,15,265,294,559
140911116,14,91,11,16,247,273,520
140911117,14,91,11,17,265,304,569
140911118,14,91,11,18,294,299,593
140911201,14,91,12,1,431,454,885
140911202,14,91,12,2,295,343,638
140911203,14,91,12,3,345,379,724
140911204,14,91,12,4,432,493,925
140911205,14,91,12,5,453,502,955
140911206,14,91,12,6,280,283,563
140911207,14,91,12,7,469,498,967
140911208,14,91,12,8,605,679,1284
140911209,14,91,12,9,333,355,688
140911210,14,91,12,10,484,469,953
140911211,14,91,12,11,467,507,974
140911212,14,91,12,12,280,303,583
140911213,14,91,12,13,331,362,693
140911214,14,91,12,14,431,488,919
140911215,14,91,12,15,472,462,934
140911216,14,91,12,16,199,195,394
140911217,14,91,12,17,270,296,566
140911218,14,91,12,18,287,299,586
140911219,14,91,12,19,394,446,840
140911220,14,91,12,20,328,379,707
140911221,14,91,12,21,378,410,788
140911222,14,91,12,22,365,376,741
140911223,14,91,12,23,349,350,699
140911301,14,91,13,1,8,3,11
140911302,14,91,13,2,28,16,44
140911303,14,91,13,3,43,36,79
140911304,14,91,13,4,7,8,15
140911305,14,91,13,5,6,10,16
140911306,14,91,13,6,14,11,25
140911307,14,91,13,7,9,9,18
140911308,14,91,13,8,8,7,15
140911309,14,91,13,9,206,179,385
140911310,14,91,13,10,150,137,287
140911311,14,91,13,11,500,512,1012
140911312,14,91,13,12,269,296,565
140911313,14,91,13,13,423,411,834
140911314,14,91,13,14,219,206,425
140911315,14,91,13,15,400,432,832
140911316,14,91,13,16,146,160,306
140911317,14,91,13,17,158,183,341
140911318,14,91,13,18,175,203,378
140911319,14,91,13,19,146,175,321
140911320,14,91,13,20,147,157,304
140911321,14,91,13,21,152,139,291
140911322,14,91,13,22,124,131,255
140911323,14,91,13,23,324,301,625
140911401,14,91,14,1,24,18,42
140911402,14,91,14,2,36,41,77
140911403,14,91,14,3,16,15,31
140911404,14,91,14,4,46,26,72
140911405,14,91,14,5,59,39,98
140911406,14,91,14,6,245,251,496
140911407,14,91,14,7,401,439,840
140911408,14,91,14,8,310,380,690
140911409,14,91,14,9,433,492,925
140911410,14,91,14,10,573,619,1192
140911411,14,91,14,11,291,336,627
140911412,14,91,14,12,321,353,674
140911413,14,91,14,13,342,403,745
140911414,14,91,14,14,293,406,699
140911415,14,91,14,15,299,357,656
140911501,14,91,15,1,10,8,18
140911502,14,91,15,2,232,258,490
140911503,14,91,15,3,362,352,714
140911504,14,91,15,4,279,321,600
140911505,14,91,15,5,234,259,493
140911506,14,91,15,6,273,304,577
140911507,14,91,15,7,382,381,763
140911508,14,91,15,8,331,358,689
140911509,14,91,15,9,360,405,765
140911510,14,91,15,10,398,436,834
140911601,14,91,16,1,12,6,18
140911602,14,91,16,2,26,17,43
140911603,14,91,16,3,4,6,10
140911604,14,91,16,4,10,8,18
140911605,14,91,16,5,112,87,199
140911606,14,91,16,6,42,45,87
140911607,14,91,16,7,9,13,22
140911608,14,91,16,8,232,314,546
140911609,14,91,16,9,218,205,423
140911610,14,91,16,10,126,123,249
140911701,14,91,17,1,2,1,3
140911702,14,91,17,2,5,3,8
140911703,14,91,17,3,16,16,32
140911704,14,91,17,4,1,2,3
140911705,14,91,17,5,10,8,18
140911706,14,91,17,6,403,410,813
140911707,14,91,17,7,273,287,560
140911708,14,91,17,8,246,263,509
140911709,14,91,17,9,319,337,656
140911710,14,91,17,10,222,228,450
140911711,14,91,17,11,216,243,459
140911712,14,91,17,12,207,232,439
140911713,14,91,17,13,377,390,767
140911714,14,91,17,14,236,233,469
140911715,14,91,17,15,155,148,303
140911801,14,91,18,1,24,21,45
140911802,14,91,18,2,10,10,20
140911803,14,91,18,3,27,21,48
140911804,14,91,18,4,193,170,363
140911805,14,91,18,5,93,88,181
140911806,14,91,18,6,169,167,336
140911807,14,91,18,7,142,140,282
140911808,14,91,18,8,309,318,627
140911809,14,91,18,9,278,232,510
140911810,14,91,18,10,78,53,131
140911901,14,91,19,1,76,74,150
140911902,14,91,19,2,45,49,94
140911903,14,91,19,3,1,1,2
140911904,14,91,19,4,54,25,79
140911905,14,91,19,5,20,11,31
140911906,14,91,19,6,300,283,583
140911907,14,91,19,7,256,220,476
140911908,14,91,19,8,353,326,679
140911909,14,91,19,9,329,350,679
140911910,14,91,19,10,358,316,674
140911911,14,91,19,11,450,479,929
140911912,14,91,19,12,61,47,108
140911913,14,91,19,13,331,333,664
140911914,14,91,19,14,230,232,462
140980101,14,98,1,1,8,6,14
140980102,14,98,1,2,32,25,57
140980103,14,98,1,3,59,44,103
140980104,14,98,1,4,50,30,80
140980105,14,98,1,5,20,17,37
140980106,14,98,1,6,35,28,63
140980107,14,98,1,7,19,22,41
140980108,14,98,1,8,256,259,515
140980109,14,98,1,9,360,380,740
140980110,14,98,1,10,431,446,877
140980111,14,98,1,11,269,337,606
140980112,14,98,1,12,262,281,543
140980113,14,98,1,13,273,329,602
140980114,14,98,1,14,331,335,666
140980115,14,98,1,15,367,396,763
140980116,14,98,1,16,292,346,638
140980117,14,98,1,17,444,475,919
140980201,14,98,2,1,20,11,31
140980202,14,98,2,2,62,47,109
140980203,14,98,2,3,135,111,246
140980204,14,98,2,4,76,66,142
140980205,14,98,2,5,56,44,100
140980206,14,98,2,6,33,20,53
140980207,14,98,2,7,27,30,57
140980208,14,98,2,8,316,361,677
140980209,14,98,2,9,286,283,569
140980210,14,98,2,10,374,373,747
140980211,14,98,2,11,464,528,992
140980301,14,98,3,1,32,23,55
140980302,14,98,3,2,51,42,93
140980303,14,98,3,3,21,13,34
140980304,14,98,3,4,320,358,678
140980305,14,98,3,5,479,469,948
140980306,14,98,3,6,382,457,839
140980307,14,98,3,7,232,320,552
140980308,14,98,3,8,376,426,802
140980309,14,98,3,9,316,331,647
140980310,14,98,3,10,305,305,610
140980311,14,98,3,11,391,452,843
140980401,14,98,4,1,43,24,67
140980402,14,98,4,2,97,78,175
140980403,14,98,4,3,47,33,80
140980404,14,98,4,4,32,25,57
140980405,14,98,4,5,34,31,65
140980406,14,98,4,6,73,69,142
140980407,14,98,4,7,353,366,719
140980408,14,98,4,8,367,370,737
140980409,14,98,4,9,143,161,304
140980501,14,98,5,1,32,21,53
140980502,14,98,5,2,100,83,183
140980503,14,98,5,3,36,36,72
140980504,14,98,5,4,17,12,29
140980505,14,98,5,5,183,171,354
140980506,14,98,5,6,354,258,612
140980507,14,98,5,7,71,48,119
140980508,14,98,5,8,35,24,59
140980509,14,98,5,9,83,75,158
140980510,14,98,5,10,456,454,910
140980511,14,98,5,11,364,369,733
140980512,14,98,5,12,455,459,914
140980513,14,98,5,13,322,350,672
140980514,14,98,5,14,283,286,569
140980515,14,98,5,15,352,365,717
140980516,14,98,5,16,202,199,401
140980517,14,98,5,17,401,368,769
140980601,14,98,6,1,38,32,70
140980602,14,98,6,2,108,72,180
140980603,14,98,6,3,81,60,141
140980604,14,98,6,4,61,44,105
140980605,14,98,6,5,69,57,126
140980606,14,98,6,6,96,83,179
140980607,14,98,6,7,108,113,221
140980608,14,98,6,8,144,132,276
140980609,14,98,6,9,72,64,136
140980701,14,98,7,1,48,29,77
140980702,14,98,7,2,85,62,147
140980703,14,98,7,3,77,67,144
140980704,14,98,7,4,134,102,236
140980705,14,98,7,5,29,26,55
140980706,14,98,7,6,46,35,81
140980707,14,98,7,7,77,73,150
140980708,14,98,7,8,67,70,137
140980801,14,98,8,1,90,60,150
140980802,14,98,8,2,94,64,158
140980803,14,98,8,3,105,94,199
140980804,14,98,8,4,130,84,214
140980805,14,98,8,5,32,18,50
140980806,14,98,8,6,121,97,218
140980807,14,98,8,7,208,260,468
140980808,14,98,8,8,361,406,767
140980809,14,98,8,9,297,309,606
140980810,14,98,8,10,227,219,446
140980811,14,98,8,11,151,141,292
140980901,14,98,9,1,78,61,139
140980902,14,98,9,2,246,201,447
140980903,14,98,9,3,111,74,185
140980904,14,98,9,4,306,362,668
140980905,14,98,9,5,318,347,665
140980906,14,98,9,6,364,396,760
140980907,14,98,9,7,288,349,637
140980908,14,98,9,8,325,349,674
140980909,14,98,9,9,402,388,790
140980910,14,98,9,10,313,333,646
140980911,14,98,9,11,168,157,325
140980912,14,98,9,12,532,567,1099
140980913,14,98,9,13,312,380,692
140980914,14,98,9,14,370,390,760
140981001,14,98,10,1,19,20,39
140981002,14,98,10,2,33,25,58
140981003,14,98,10,3,318,294,612
140981004,14,98,10,4,82,70,152
140981005,14,98,10,5,76,73,149
140981006,14,98,10,6,64,38,102
140981007,14,98,10,7,104,93,197
140981008,14,98,10,8,114,96,210
140981009,14,98,10,9,308,274,582
140981010,14,98,10,10,309,300,609
140981011,14,98,10,11,505,557,1062
140981012,14,98,10,12,302,368,670
140981013,14,98,10,13,452,485,937
140981014,14,98,10,14,381,385,766
140981101,14,98,11,1,148,109,257
140981102,14,98,11,2,161,122,283
140981103,14,98,11,3,37,28,65
140981104,14,98,11,4,33,21,54
140981105,14,98,11,5,51,50,101
140981106,14,98,11,6,215,127,342
140981107,14,98,11,7,108,87,195
140981108,14,98,11,8,72,43,115
140981109,14,98,11,9,406,426,832
140981110,14,98,11,10,304,300,604
140981111,14,98,11,11,379,386,765
140981201,14,98,12,1,140,111,251
140981202,14,98,12,2,161,113,274
140981203,14,98,12,3,229,182,411
140981204,14,98,12,4,249,172,421
140981205,14,98,12,5,68,50,118
140981206,14,98,12,6,198,170,368
140981207,14,98,12,7,456,427,883
140981208,14,98,12,8,329,328,657
140981209,14,98,12,9,267,268,535
140981210,14,98,12,10,266,293,559
140981211,14,98,12,11,254,272,526
140981212,14,98,12,12,331,344,675
140981301,14,98,13,1,91,50,141
140981302,14,98,13,2,86,49,135
140981303,14,98,13,3,72,71,143
140981304,14,98,13,4,76,55,131
140981305,14,98,13,5,58,27,85
140981306,14,98,13,6,53,25,78
140981307,14,98,13,7,18,9,27
140981308,14,98,13,8,64,46,110
140981309,14,98,13,9,104,40,144
140981310,14,98,13,10,97,50,147
140981311,14,98,13,11,390,377,767
140981312,14,98,13,12,508,543,1051
140981313,14,98,13,13,317,291,608
140981401,14,98,14,1,106,89,195
140981402,14,98,14,2,83,43,126
140981403,14,98,14,3,82,29,111
140981404,14,98,14,4,99,73,172
140981405,14,98,14,5,99,68,167
140981406,14,98,14,6,71,55,126
140981407,14,98,14,7,71,33,104
140981408,14,98,14,8,90,20,110
140981409,14,98,14,9,215,199,414
140981410,14,98,14,10,518,451,969
140981501,14,98,15,1,550,527,1077
140981502,14,98,15,2,575,547,1122
140981503,14,98,15,3,629,660,1289
140981504,14,98,15,4,489,493,982
140981505,14,98,15,5,405,381,786
140981506,14,98,15,6,385,396,781
140981507,14,98,15,7,400,416,816
140981508,14,98,15,8,358,375,733
140981509,14,98,15,9,519,576,1095
140981510,14,98,15,10,544,559,1103
140981511,14,98,15,11,515,442,957
140981512,14,98,15,12,301,310,611
140981513,14,98,15,13,532,563,1095
140981514,14,98,15,14,439,529,968
140981515,14,98,15,15,270,369,639
140981601,14,98,16,1,491,482,973
140981602,14,98,16,2,666,642,1308
140981603,14,98,16,3,301,314,615
140981604,14,98,16,4,324,354,678
140981605,14,98,16,5,519,599,1118
140981606,14,98,16,6,264,304,568
140981607,14,98,16,7,368,385,753
140981608,14,98,16,8,342,361,703
140981609,14,98,16,9,688,770,1458
140981610,14,98,16,10,571,627,1198
140981611,14,98,16,11,340,419,759
140981612,14,98,16,12,319,432,751
140981613,14,98,16,13,175,229,404
140981614,14,98,16,14,173,234,407
140981615,14,98,16,15,161,229,390
140981701,14,98,17,1,765,792,1557
140981702,14,98,17,2,550,538,1088
140981703,14,98,17,3,456,514,970
140981704,14,98,17,4,336,343,679
140981705,14,98,17,5,567,615,1182
140981706,14,98,17,6,377,380,757
