codigo,prov,dpto,frac,rad,varon,mujer,total
140981707,14,98,17,7,299,346,645
140981708,14,98,17,8,518,547,1065
140981709,14,98,17,9,413,458,871
140981710,14,98,17,10,387,397,784
140981711,14,98,17,11,433,496,929
140981712,14,98,17,12,679,735,1414
140981713,14,98,17,13,403,430,833
140981801,14,98,18,1,610,647,1257
140981802,14,98,18,2,598,633,1231
140981803,14,98,18,3,738,782,1520
140981804,14,98,18,4,664,757,1421
140981805,14,98,18,5,617,705,1322
140981806,14,98,18,6,452,534,986
140981807,14,98,18,7,481,488,969
140981808,14,98,18,8,562,546,1108
140981809,14,98,18,9,717,777,1494
140981810,14,98,18,10,644,675,1319
140981811,14,98,18,11,452,475,927
140981812,14,98,18,12,457,494,951
140981813,14,98,18,13,519,535,1054
140981901,14,98,19,1,332,352,684
140981902,14,98,19,2,1201,1140,2341
140981903,14,98,19,3,602,601,1203
140981904,14,98,19,4,459,436,895
140981905,14,98,19,5,390,405,795
140981906,14,98,19,6,424,418,842
140981907,14,98,19,7,419,423,842
140981908,14,98,19,8,446,490,936
140981909,14,98,19,9,311,360,671
140981910,14,98,19,10,303,368,671
140981911,14,98,19,11,422,502,924
140981912,14,98,19,12,512,529,1041
140982001,14,98,20,1,151,173,324
140982002,14,98,20,2,255,322,577
140982003,14,98,20,3,308,380,688
140982004,14,98,20,4,164,227,391
140982005,14,98,20,5,119,177,296
140982006,14,98,20,6,323,453,776
140982007,14,98,20,7,222,319,541
140982008,14,98,20,8,410,517,927
140982009,14,98,20,9,318,372,690
140982010,14,98,20,10,370,390,760
140982011,14,98,20,11,158,201,359
140982012,14,98,20,12,218,273,491
140982013,14,98,20,13,170,273,443
140982014,14,98,20,14,195,291,486
140982015,14,98,20,15,164,204,368
140982016,14,98,20,16,245,337,582
140982017,14,98,20,17,299,428,727
140982018,14,98,20,18,330,473,803
140982019,14,98,20,19,84,134,218
140982020,14,98,20,20,164,235,399
140982021,14,98,20,21,189,266,455
140982022,14,98,20,22,222,271,493
140982101,14,98,21,1,492,485,977
140982102,14,98,21,2,299,350,649
140982103,14,98,21,3,556,631,1187
140982104,14,98,21,4,310,375,685
140982105,14,98,21,5,302,362,664
140982106,14,98,21,6,230,273,503
140982107,14,98,21,7,234,290,524
140982108,14,98,21,8,404,511,915
140982109,14,98,21,9,374,465,839
140982110,14,98,21,10,485,525,1010
140982111,14,98,21,11,477,527,1004
140982112,14,98,21,12,459,472,931
140982113,14,98,21,13,510,519,1029
140982114,14,98,21,14,576,566,1142
140982201,14,98,22,1,624,685,1309
140982202,14,98,22,2,525,645,1170
140982203,14,98,22,3,529,573,1102
140982204,14,98,22,4,351,366,717
140982205,14,98,22,5,555,627,1182
140982206,14,98,22,6,534,541,1075
140982207,14,98,22,7,526,648,1174
140982208,14,98,22,8,597,566,1163
140982209,14,98,22,9,488,451,939
140982210,14,98,22,10,657,647,1304
140982211,14,98,22,11,566,564,1130
140982212,14,98,22,12,431,403,834
140982301,14,98,23,1,460,517,977
140982302,14,98,23,2,396,380,776
140982303,14,98,23,3,307,371,678
140982304,14,98,23,4,618,652,1270
140982305,14,98,23,5,222,264,486
140982306,14,98,23,6,342,400,742
140982307,14,98,23,7,651,319,970
140982308,14,98,23,8,496,534,1030
140982309,14,98,23,9,423,453,876
140982310,14,98,23,10,429,443,872
140982311,14,98,23,11,433,433,866
140982312,14,98,23,12,656,694,1350
140982313,14,98,23,13,532,566,1098
140982314,14,98,23,14,418,405,823
140982401,14,98,24,1,309,388,697
140982402,14,98,24,2,180,260,440
140982403,14,98,24,3,157,204,361
140982404,14,98,24,4,400,460,860
140982405,14,98,24,5,408,459,867
140982406,14,98,24,6,388,501,889
140982407,14,98,24,7,155,236,391
140982408,14,98,24,8,222,329,551
140982409,14,98,24,9,329,394,723
140982410,14,98,24,10,325,396,721
140982411,14,98,24,11,349,447,796
140982412,14,98,24,12,370,442,812
140982413,14,98,24,13,378,440,818
140982414,14,98,24,14,414,479,893
140982415,14,98,24,15,217,324,541
140982416,14,98,24,16,319,396,715
140982417,14,98,24,17,364,433,797
140982418,14,98,24,18,269,329,598
140982419,14,98,24,19,182,230,412
140982420,14,98,24,20,426,500,926
140982421,14,98,24,21,317,369,686
140982501,14,98,25,1,421,448,869
140982502,14,98,25,2,486,587,1073
140982503,14,98,25,3,407,456,863
140982504,14,98,25,4,402,485,887
140982505,14,98,25,5,599,654,1253
140982506,14,98,25,6,622,672,1294
140982507,14,98,25,7,684,669,1353
140982508,14,98,25,8,596,635,1231
140982509,14,98,25,9,378,402,780
140982510,14,98,25,10,348,408,756
140982511,14,98,25,11,768,780,1548
140982512,14,98,25,12,775,820,1595
140982601,14,98,26,1,409,464,873
140982602,14,98,26,2,434,458,892
140982603,14,98,26,3,722,748,1470
140982604,14,98,26,4,554,562,1116
140982605,14,98,26,5,514,528,1042
140982606,14,98,26,6,385,439,824
140982607,14,98,26,7,465,511,976
140982608,14,98,26,8,524,566,1090
140982609,14,98,26,9,454,488,942
140982610,14,98,26,10,480,501,981
140982611,14,98,26,11,471,486,957
140982612,14,98,26,12,541,566,1107
140982613,14,98,26,13,326,337,663
140982701,14,98,27,1,663,611,1274
140982702,14,98,27,2,662,634,1296
140982703,14,98,27,3,501,537,1038
140982704,14,98,27,4,257,296,553
140982705,14,98,27,5,387,400,787
140982706,14,98,27,6,352,370,722
140982707,14,98,27,7,456,491,947
140982708,14,98,27,8,452,517,969
140982801,14,98,28,1,586,629,1215
140982802,14,98,28,2,460,507,967
140982803,14,98,28,3,224,275,499
140982804,14,98,28,4,243,289,532
140982805,14,98,28,5,325,334,659
140982806,14,98,28,6,439,418,857
140982807,14,98,28,7,409,398,807
140982808,14,98,28,8,218,274,492
140982809,14,98,28,9,369,412,781
140982810,14,98,28,10,359,387,746
140982811,14,98,28,11,307,308,615
140982812,14,98,28,12,412,423,835
140982901,14,98,29,1,411,429,840
140982902,14,98,29,2,468,477,945
140982903,14,98,29,3,220,230,450
140982904,14,98,29,4,331,323,654
140982905,14,98,29,5,333,332,665
140982906,14,98,29,6,335,344,679
140982907,14,98,29,7,177,196,373
140982908,14,98,29,8,211,232,443
140982909,14,98,29,9,285,294,579
140982910,14,98,29,10,397,432,829
140982911,14,98,29,11,387,394,781
140982912,14,98,29,12,400,421,821
140982913,14,98,29,13,460,485,945
140982914,14,98,29,14,511,506,1017
141050101,14,105,1,1,129,124,253
141050102,14,105,1,2,57,65,122
141050103,14,105,1,3,185,186,371
141050104,14,105,1,4,66,51,117
141050105,14,105,1,5,26,24,50
141050106,14,105,1,6,145,108,253
141050107,14,105,1,7,74,72,146
141050108,14,105,1,8,151,121,272
141050109,14,105,1,9,201,182,383
141050110,14,105,1,10,134,134,268
141050111,14,105,1,11,124,108,232
141050112,14,105,1,12,308,347,655
141050113,14,105,1,13,392,409,801
141050114,14,105,1,14,446,518,964
141050201,14,105,2,1,44,32,76
141050202,14,105,2,2,26,32,58
141050203,14,105,2,3,133,107,240
141050204,14,105,2,4,56,49,105
141050205,14,105,2,5,148,127,275
141050206,14,105,2,6,127,87,214
141050207,14,105,2,7,39,33,72
141050208,14,105,2,8,116,109,225
141050209,14,105,2,9,70,64,134
141050210,14,105,2,10,224,245,469
141050211,14,105,2,11,409,398,807
141050212,14,105,2,12,341,353,694
141050213,14,105,2,13,304,307,611
141050214,14,105,2,14,395,428,823
141050215,14,105,2,15,455,483,938
141050216,14,105,2,16,556,565,1121
141050217,14,105,2,17,533,531,1064
141050301,14,105,3,1,31,27,58
141050302,14,105,3,2,84,71,155
141050303,14,105,3,3,104,85,189
141050304,14,105,3,4,33,36,69
141050305,14,105,3,5,210,171,381
141050306,14,105,3,6,96,78,174
141050307,14,105,3,7,72,43,115
141050308,14,105,3,8,240,269,509
141050309,14,105,3,9,599,599,1198
141050310,14,105,3,10,469,501,970
141050311,14,105,3,11,257,278,535
141050312,14,105,3,12,403,428,831
141050313,14,105,3,13,599,605,1204
141050314,14,105,3,14,510,567,1077
141050315,14,105,3,15,529,581,1110
141050316,14,105,3,16,377,459,836
141050401,14,105,4,1,21,18,39
141050402,14,105,4,2,92,69,161
141050403,14,105,4,3,42,35,77
141050404,14,105,4,4,97,74,171
141050405,14,105,4,5,99,62,161
141050406,14,105,4,6,115,84,199
141050407,14,105,4,7,127,125,252
141050408,14,105,4,8,51,45,96
141050409,14,105,4,9,69,70,139
141050410,14,105,4,10,155,144,299
141050411,14,105,4,11,42,41,83
141050412,14,105,4,12,84,76,160
141050413,14,105,4,13,56,44,100
141050414,14,105,4,14,275,281,556
141050415,14,105,4,15,401,390,791
141050416,14,105,4,16,146,141,287
141050501,14,105,5,1,78,61,139
141050502,14,105,5,2,197,168,365
141050503,14,105,5,3,439,360,799
141050504,14,105,5,4,388,254,642
141050505,14,105,5,5,652,662,1314
141050506,14,105,5,6,388,420,808
141050507,14,105,5,7,383,412,795
141050508,14,105,5,8,540,575,1115
141050509,14,105,5,9,418,433,851
141050510,14,105,5,10,466,533,999
141050511,14,105,5,11,318,364,682
141050512,14,105,5,12,385,399,784
141050513,14,105,5,13,224,241,465
141050514,14,105,5,14,699,742,1441
141050515,14,105,5,15,391,406,797
141050601,14,105,6,1,115,95,210
141050602,14,105,6,2,138,148,286
141050603,14,105,6,3,109,97,206
141050604,14,105,6,4,202,223,425
141050605,14,105,6,5,186,162,348
141050606,14,105,6,6,307,312,619
141050607,14,105,6,7,294,335,629
141050608,14,105,6,8,477,485,962
141050609,14,105,6,9,452,496,948
141050610,14,105,6,10,607,652,1259
141050611,14,105,6,11,608,622,1230
141050612,14,105,6,12,685,712,1397
141050613,14,105,6,13,185,180,365
141120101,14,112,1,1,45,34,79
141120102,14,112,1,2,69,68,137
141120103,14,112,1,3,68,69,137
141120104,14,112,1,4,182,145,327
141120105,14,112,1,5,84,78,162
141120106,14,112,1,6,126,115,241
141120107,14,112,1,7,56,39,95
141120108,14,112,1,8,87,92,179
141120109,14,112,1,9,338,367,705
141120110,14,112,1,10,337,356,693
141120111,14,112,1,11,184,212,396
141120112,14,112,1,12,582,597,1179
141120113,14,112,1,13,308,338,646
141120114,14,112,1,14,180,195,375
141120115,14,112,1,15,317,337,654
141120201,14,112,2,1,329,272,601
141120202,14,112,2,2,44,14,58
141120203,14,112,2,3,45,39,84
141120204,14,112,2,4,43,25,68
141120205,14,112,2,5,42,29,71
141120206,14,112,2,6,110,70,180
141120207,14,112,2,7,273,269,542
141120301,14,112,3,1,55,49,104
141120302,14,112,3,2,143,137,280
141120303,14,112,3,3,67,64,131
141120304,14,112,3,4,325,284,609
141120305,14,112,3,5,137,111,248
141120306,14,112,3,6,178,171,349
141120307,14,112,3,7,100,95,195
141120308,14,112,3,8,60,39,99
141120309,14,112,3,9,122,115,237
141120310,14,112,3,10,339,336,675
141120311,14,112,3,11,352,356,708
141120312,14,112,3,12,473,463,936
141120313,14,112,3,13,399,438,837
141120314,14,112,3,14,111,114,225
141190101,14,119,1,1,544,489,1033
141190102,14,119,1,2,134,112,246
141190103,14,119,1,3,88,90,178
141190104,14,119,1,4,33,24,57
141190105,14,119,1,5,51,41,92
141190106,14,119,1,6,275,312,587
141190107,14,119,1,7,288,342,630
141190108,14,119,1,8,496,562,1058
141190109,14,119,1,9,600,619,1219
141190110,14,119,1,10,200,245,445
141190111,14,119,1,11,356,413,769
141190112,14,119,1,12,488,491,979
141190113,14,119,1,13,346,361,707
141190114,14,119,1,14,511,532,1043
141190115,14,119,1,15,482,479,961
141190201,14,119,2,1,22,20,42
141190202,14,119,2,2,46,35,81
141190203,14,119,2,3,22,12,34
141190204,14,119,2,4,22,16,38
141190205,14,119,2,5,96,63,159
141190206,14,119,2,6,12,10,22
141190207,14,119,2,7,4,2,6
141190208,14,119,2,8,8,8,16
141190209,14,119,2,9,48,38,86
141190210,14,119,2,10,24,23,47
141190211,14,119,2,11,49,47,96
141190212,14,119,2,12,274,243,517
141190213,14,119,2,13,487,485,972
141190214,14,119,2,14,416,403,819
141190215,14,119,2,15,314,347,661
141190301,14,119,3,1,196,183,379
141190302,14,119,3,2,186,142,328
141190303,14,119,3,3,133,118,251
141190304,14,119,3,4,76,62,138
141190305,14,119,3,5,64,63,127
141190306,14,119,3,6,446,471,917
141190307,14,119,3,7,444,515,959
141190308,14,119,3,8,442,461,903
141190309,14,119,3,9,167,161,328
141190310,14,119,3,10,395,362,757
141190311,14,119,3,11,383,385,768
141190312,14,119,3,12,349,331,680
141190313,14,119,3,13,383,367,750
141190314,14,119,3,14,580,646,1226
141190315,14,119,3,15,440,491,931
141190316,14,119,3,16,536,605,1141
141190401,14,119,4,1,29,19,48
141190402,14,119,4,2,52,44,96
141190403,14,119,4,3,32,17,49
141190404,14,119,4,4,58,41,99
141190405,14,119,4,5,40,24,64
141190406,14,119,4,6,74,77,151
141190407,14,119,4,7,122,101,223
141190408,14,119,4,8,111,104,215
141190409,14,119,4,9,262,186,448
141190410,14,119,4,10,603,609,1212
141190411,14,119,4,11,605,618,1223
141190412,14,119,4,12,366,376,742
141190413,14,119,4,13,514,507,1021
141190414,14,119,4,14,436,475,911
141190415,14,119,4,15,311,348,659
141190416,14,119,4,16,347,360,707
141190417,14,119,4,17,328,356,684
141190418,14,119,4,18,515,553,1068
141190419,14,119,4,19,337,396,733
141190420,14,119,4,20,471,447,918
141190501,14,119,5,1,133,115,248
141190502,14,119,5,2,27,26,53
141190503,14,119,5,3,113,106,219
141190504,14,119,5,4,111,101,212
141190505,14,119,5,5,62,52,114
141190506,14,119,5,6,64,54,118
141190507,14,119,5,7,16,9,25
141190508,14,119,5,8,72,49,121
141190509,14,119,5,9,30,17,47
141190510,14,119,5,10,34,27,61
141190511,14,119,5,11,443,460,903
141190512,14,119,5,12,403,442,845
141190513,14,119,5,13,294,345,639
141190514,14,119,5,14,500,459,959
141190515,14,119,5,15,380,379,759
141190601,14,119,6,1,650,678,1328
141190602,14,119,6,2,552,593,1145
141190603,14,119,6,3,474,520,994
141190604,14,119,6,4,342,390,732
141190605,14,119,6,5,689,665,1354
141190606,14,119,6,6,697,722,1419
141190607,14,119,6,7,442,455,897
141190608,14,119,6,8,296,351,647
141190609,14,119,6,9,360,416,776
141190610,14,119,6,10,428,484,912
141190611,14,119,6,11,467,506,973
141190612,14,119,6,12,469,503,972
141190613,14,119,6,13,276,341,617
141190614,14,119,6,14,206,246,452
141190615,14,119,6,15,336,369,705
141190616,14,119,6,16,423,439,862
141190617,14,119,6,17,381,389,770
141190618,14,119,6,18,437,430,867
141190619,14,119,6,19,547,548,1095
141190620,14,119,6,20,536,547,1083
141190621,14,119,6,21,557,556,1113
141190701,14,119,7,1,560,581,1141
141190702,14,119,7,2,524,531,1055
141190703,14,119,7,3,739,804,1543
141190704,14,119,7,4,591,635,1226
141190705,14,119,7,5,532,597,1129
141190706,14,119,7,6,552,581,1133
141190707,14,119,7,7,404,477,881
141190708,14,119,7,8,569,588,1157
141190709,14,119,7,9,546,543,1089
141190710,14,119,7,10,470,545,1015
141190711,14,119,7,11,361,392,753
141190712,14,119,7,12,408,485,893
141190713,14,119,7,13,493,498,991
141190714,14,119,7,14,355,374,729
141190801,14,119,8,1,610,572,1182
141190802,14,119,8,2,408,386,794
141190803,14,119,8,3,304,322,626
141190804,14,119,8,4,320,359,679
141190805,14,119,8,5,348,390,738
141190806,14,119,8,6,384,356,740
141190807,14,119,8,7,404,425,829
141190808,14,119,8,8,540,612,1152
141190809,14,119,8,9,475,505,980
141190810,14,119,8,10,438,528,966
141190811,14,119,8,11,409,450,859
141190812,14,119,8,12,555,549,1104
141190813,14,119,8,13,447,438,885
141190814,14,119,8,14,428,468,896
141190815,14,119,8,15,594,685,1279
141190816,14,119,8,16,348,384,732
141190817,14,119,8,17,423,449,872
141190901,14,119,9,1,405,436,841
141190902,14,119,9,2,463,464,927
141190903,14,119,9,3,260,277,537
141190904,14,119,9,4,360,391,751
141190905,14,119,9,5,361,396,757
141190906,14,119,9,6,308,353,661
141190907,14,119,9,7,296,320,616
141190908,14,119,9,8,295,356,651
141190909,14,119,9,9,351,421,772
141190910,14,119,9,10,189,270,459
141190911,14,119,9,11,418,457,875
141190912,14,119,9,12,538,585,1123
141190913,14,119,9,13,215,260,475
141190914,14,119,9,14,441,510,951
141190915,14,119,9,15,333,377,710
141190916,14,119,9,16,534,522,1056
141190917,14,119,9,17,491,527,1018
141260101,14,126,1,1,68,65,133
141260102,14,126,1,2,79,73,152
141260103,14,126,1,3,98,69,167
141260104,14,126,1,4,93,86,179
141260105,14,126,1,5,20,19,39
141260106,14,126,1,6,60,43,103
141260107,14,126,1,7,67,50,117
141260108,14,126,1,8,89,105,194
141260109,14,126,1,9,189,197,386
141260201,14,126,2,1,84,82,166
141260202,14,126,2,2,14,12,26
141260203,14,126,2,3,64,50,114
141260204,14,126,2,4,122,117,239
141260205,14,126,2,5,41,34,75
141260206,14,126,2,6,438,370,808
141260207,14,126,2,7,62,51,113
141260208,14,126,2,8,322,336,658
141260301,14,126,3,1,31,25,56
141260302,14,126,3,2,3,2,5
141260303,14,126,3,3,223,237,460
141260304,14,126,3,4,552,522,1074
141260305,14,126,3,5,82,71,153
141260306,14,126,3,6,72,58,130
141260307,14,126,3,7,401,410,811
141260308,14,126,3,8,458,483,941
141260309,14,126,3,9,292,296,588
141260310,14,126,3,10,209,202,411
141260311,14,126,3,11,387,417,804
141260312,14,126,3,12,382,395,777
141260313,14,126,3,13,441,418,859
141260314,14,126,3,14,558,602,1160
141260401,14,126,4,1,161,140,301
141260402,14,126,4,2,64,53,117
141260403,14,126,4,3,54,51,105
141260404,14,126,4,4,205,180,385
141260405,14,126,4,5,66,71,137
141260406,14,126,4,6,285,260,545
141260501,14,126,5,1,20,15,35
141260502,14,126,5,2,194,162,356
141260503,14,126,5,3,8,5,13
141260504,14,126,5,4,207,228,435
141260505,14,126,5,5,189,174,363
141260506,14,126,5,6,121,142,263
141260507,14,126,5,7,231,240,471
141260508,14,126,5,8,425,487,912
141260509,14,126,5,9,665,665,1330
141260510,14,126,5,10,405,428,833
141260511,14,126,5,11,418,476,894
141260512,14,126,5,12,610,628,1238
141260513,14,126,5,13,305,298,603
141260514,14,126,5,14,439,393,832
141260515,14,126,5,15,210,221,431
141260516,14,126,5,16,413,440,853
141260517,14,126,5,17,307,335,642
141260518,14,126,5,18,253,230,483
141260601,14,126,6,1,118,95,213
141260602,14,126,6,2,59,29,88
141260603,14,126,6,3,197,221,418
141260604,14,126,6,4,197,198,395
141260605,14,126,6,5,237,229,466
141260606,14,126,6,6,48,42,90
141260607,14,126,6,7,244,206,450
141260608,14,126,6,8,289,333,622
141260609,14,126,6,9,285,291,576
141260610,14,126,6,10,303,288,591
141260611,14,126,6,11,67,66,133
141260701,14,126,7,1,235,284,519
141260702,14,126,7,2,357,393,750
141260703,14,126,7,3,229,283,512
141260704,14,126,7,4,376,386,762
141260705,14,126,7,5,360,408,768
141260706,14,126,7,6,270,363,633
141260707,14,126,7,7,312,342,654
141260708,14,126,7,8,432,444,876
141260709,14,126,7,9,298,322,620
141260710,14,126,7,10,257,258,515
141260711,14,126,7,11,353,379,732
141260712,14,126,7,12,419,445,864
141260713,14,126,7,13,141,141,282
141330101,14,133,1,1,39,34,73
141330102,14,133,1,2,181,178,359
141330103,14,133,1,3,251,257,508
141330104,14,133,1,4,228,212,440
141330105,14,133,1,5,491,523,1014
141330106,14,133,1,6,40,34,74
141330107,14,133,1,7,58,65,123
141330108,14,133,1,8,426,444,870
141330109,14,133,1,9,226,169,395
141330110,14,133,1,10,470,497,967
141330111,14,133,1,11,620,627,1247
141330112,14,133,1,12,511,525,1036
141330201,14,133,2,1,332,267,599
141330202,14,133,2,2,124,114,238
141330203,14,133,2,3,111,119,230
141330204,14,133,2,4,477,450,927
141330205,14,133,2,5,154,156,310
141330206,14,133,2,6,152,135,287
141330207,14,133,2,7,192,206,398
141330208,14,133,2,8,308,313,621
141330209,14,133,2,9,145,154,299
141330210,14,133,2,10,102,131,233
141330211,14,133,2,11,264,295,559
141330212,14,133,2,12,258,248,506
141330213,14,133,2,13,518,525,1043
141330214,14,133,2,14,368,394,762
141330215,14,133,2,15,87,97,184
141330216,14,133,2,16,321,315,636
141330301,14,133,3,1,155,139,294
141330302,14,133,3,2,207,205,412
141330303,14,133,3,3,121,131,252
141330304,14,133,3,4,285,208,493
141330305,14,133,3,5,227,204,431
141330306,14,133,3,6,207,160,367
141330307,14,133,3,7,572,638,1210
141330308,14,133,3,8,249,255,504
141330309,14,133,3,9,344,383,727
141330401,14,133,4,1,41,31,72
141330402,14,133,4,2,99,82,181
141330403,14,133,4,3,85,93,178
141330404,14,133,4,4,109,100,209
141330405,14,133,4,5,204,203,407
141330406,14,133,4,6,87,91,178
141330407,14,133,4,7,133,131,264
141330408,14,133,4,8,217,190,407
141330409,14,133,4,9,588,601,1189
141330410,14,133,4,10,206,212,418
141330411,14,133,4,11,269,266,535
141330501,14,133,5,1,518,592,1110
141330502,14,133,5,2,247,327,574
141330503,14,133,5,3,319,370,689
141330504,14,133,5,4,430,446,876
141330505,14,133,5,5,515,545,1060
141330506,14,133,5,6,485,576,1061
141330507,14,133,5,7,327,408,735
141330508,14,133,5,8,324,422,746
141330509,14,133,5,9,261,361,622
141330510,14,133,5,10,459,571,1030
141330511,14,133,5,11,438,495,933
141330512,14,133,5,12,865,642,1507
141330513,14,133,5,13,403,479,882
141330514,14,133,5,14,205,217,422
141330515,14,133,5,15,707,742,1449
141330516,14,133,5,16,391,457,848
141330517,14,133,5,17,408,427,835
141330601,14,133,6,1,360,446,806
141330602,14,133,6,2,571,626,1197
141330603,14,133,6,3,410,468,878
141330604,14,133,6,4,371,421,792
141330605,14,133,6,5,471,492,963
141330606,14,133,6,6,274,284,558
141330607,14,133,6,7,615,555,1170
141330608,14,133,6,8,393,387,780
141330609,14,133,6,9,294,392,686
141330610,14,133,6,10,344,453,797
141330611,14,133,6,11,309,356,665
141330612,14,133,6,12,269,294,563
141330613,14,133,6,13,551,652,1203
141330614,14,133,6,14,573,601,1174
141330615,14,133,6,15,364,434,798
141330616,14,133,6,16,372,424,796
141330617,14,133,6,17,304,345,649
141400101,14,140,1,1,104,74,178
141400102,14,140,1,2,80,79,159
141400103,14,140,1,3,211,178,389
141400104,14,140,1,4,66,52,118
141400105,14,140,1,5,50,41,91
141400106,14,140,1,6,36,33,69
141400107,14,140,1,7,52,39,91
141400108,14,140,1,8,101,62,163
141400109,14,140,1,9,398,408,806
141400110,14,140,1,10,274,298,572
141400111,14,140,1,11,386,368,754
141400112,14,140,1,12,370,384,754
141400113,14,140,1,13,104,123,227
141400201,14,140,2,1,90,56,146
141400202,14,140,2,2,168,145,313
141400203,14,140,2,3,120,98,218
141400204,14,140,2,4,176,155,331
141400205,14,140,2,5,68,61,129
141400206,14,140,2,6,180,144,324
141400207,14,140,2,7,56,40,96
141400208,14,140,2,8,134,99,233
141400209,14,140,2,9,123,70,193
141400210,14,140,2,10,60,47,107
141400211,14,140,2,11,237,275,512
141400212,14,140,2,12,372,373,745
141400213,14,140,2,13,145,152,297
141400301,14,140,3,1,711,645,1356
141400302,14,140,3,2,640,667,1307
141400303,14,140,3,3,302,310,612
141400304,14,140,3,4,347,355,702
141400305,14,140,3,5,521,516,1037
141400306,14,140,3,6,399,413,812
141400307,14,140,3,7,457,456,913
141400308,14,140,3,8,532,573,1105
141400309,14,140,3,9,343,343,686
141400310,14,140,3,10,363,411,774
141400311,14,140,3,11,293,369,662
141400312,14,140,3,12,400,422,822
141400313,14,140,3,13,166,213,379
141400401,14,140,4,1,279,327,606
141400402,14,140,4,2,324,351,675
141400403,14,140,4,3,258,259,517
141400404,14,140,4,4,231,301,532
141400405,14,140,4,5,270,326,596
141400406,14,140,4,6,320,386,706
141400407,14,140,4,7,475,544,1019
141400408,14,140,4,8,618,654,1272
141400409,14,140,4,9,599,628,1227
141400410,14,140,4,10,393,389,782
141400411,14,140,4,11,317,301,618
141400412,14,140,4,12,530,522,1052
141400413,14,140,4,13,687,691,1378
141400501,14,140,5,1,111,109,220
141400502,14,140,5,2,171,144,315
141400503,14,140,5,3,65,53,118
141400504,14,140,5,4,102,54,156
141400505,14,140,5,5,145,109,254
141400506,14,140,5,6,123,85,208
141400507,14,140,5,7,28,13,41
141400508,14,140,5,8,387,466,853
141400509,14,140,5,9,390,464,854
141400510,14,140,5,10,151,165,316
141400511,14,140,5,11,534,549,1083
141400512,14,140,5,12,341,370,711
141400513,14,140,5,13,281,298,579
141400514,14,140,5,14,375,445,820
141400515,14,140,5,15,414,449,863
141400516,14,140,5,16,421,411,832
141400517,14,140,5,17,289,336,625
141400518,14,140,5,18,285,307,592
141400519,14,140,5,19,284,320,604
141400520,14,140,5,20,587,600,1187
141400601,14,140,6,1,25,20,45
141400602,14,140,6,2,60,46,106
141400603,14,140,6,3,37,25,62
141400604,14,140,6,4,180,139,319
141400605,14,140,6,5,143,131,274
141400606,14,140,6,6,84,83,167
141400607,14,140,6,7,83,85,168
141400608,14,140,6,8,90,67,157
141400609,14,140,6,9,61,52,113
141400610,14,140,6,10,577,625,1202
141400611,14,140,6,11,323,378,701
141400612,14,140,6,12,322,338,660
141400613,14,140,6,13,223,220,443
141400614,14,140,6,14,367,378,745
141400615,14,140,6,15,279,287,566
141400616,14,140,6,16,586,614,1200
141400617,14,140,6,17,238,266,504
141400618,14,140,6,18,200,242,442
141400619,14,140,6,19,481,527,1008
141400701,14,140,7,1,413,386,799
141400702,14,140,7,2,406,480,886
141400703,14,140,7,3,322,338,660
141400704,14,140,7,4,261,265,526
141400705,14,140,7,5,666,681,1347
141400706,14,140,7,6,609,636,1245
141400707,14,140,7,7,221,261,482
141400708,14,140,7,8,183,222,405
141400709,14,140,7,9,360,400,760
141400710,14,140,7,10,691,684,1375
141400711,14,140,7,11,463,446,909
141400712,14,140,7,12,237,279,516
141400713,14,140,7,13,500,507,1007
141400714,14,140,7,14,508,535,1043
141400715,14,140,7,15,414,441,855
141400716,14,140,7,16,348,423,771
141400717,14,140,7,17,194,198,392
141400718,14,140,7,18,444,514,958
141400719,14,140,7,19,448,484,932
141400720,14,140,7,20,503,519,1022
141400801,14,140,8,1,368,298,666
141400802,14,140,8,2,231,191,422
141400803,14,140,8,3,341,297,638
141400804,14,140,8,4,407,331,738
141400805,14,140,8,5,183,151,334
141400806,14,140,8,6,76,69,145
141400807,14,140,8,7,189,157,346
141400808,14,140,8,8,171,137,308
141400809,14,140,8,9,474,473,947
141400810,14,140,8,10,574,590,1164
141400811,14,140,8,11,374,360,734
141400812,14,140,8,12,528,576,1104
141400813,14,140,8,13,372,416,788
141400814,14,140,8,14,399,424,823
141400815,14,140,8,15,356,407,763
141400816,14,140,8,16,284,337,621
141400817,14,140,8,17,388,467,855
141400818,14,140,8,18,540,551,1091
141400819,14,140,8,19,436,479,915
141400820,14,140,8,20,516,516,1032
141400821,14,140,8,21,454,268,722
141400901,14,140,9,1,147,122,269
141400902,14,140,9,2,67,54,121
141400903,14,140,9,3,153,127,280
141400904,14,140,9,4,272,240,512
141400905,14,140,9,5,126,99,225
141400906,14,140,9,6,194,169,363
141400907,14,140,9,7,82,58,140
141400908,14,140,9,8,408,437,845
141400909,14,140,9,9,427,446,873
141400910,14,140,9,10,464,477,941
141400911,14,140,9,11,526,521,1047
141400912,14,140,9,12,268,293,561
141400913,14,140,9,13,340,390,730
141400914,14,140,9,14,522,501,1023
141400915,14,140,9,15,470,565,1035
141400916,14,140,9,16,282,300,582
141401001,14,140,10,1,171,128,299
141401002,14,140,10,2,164,123,287
141401003,14,140,10,3,176,133,309
141401004,14,140,10,4,94,73,167
141401005,14,140,10,5,88,74,162
141401006,14,140,10,6,245,188,433
141401007,14,140,10,7,258,219,477
141401008,14,140,10,8,255,259,514
